"Curve Name","Curve Length (um)","Average Curvature (um-1)","Curvature Std (um-1)","X-Coordinate (um)","Y-Coordinate (um)","Point Curvature (um-1)","Point Curvature Sign","Red Intensity","Green Intensity","Blue Intensity"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.72","22.12","0.12366020604994024","-1","115.0","15.0","5.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.7134959824879963","22.09284912109375","0.12413802354868464","-1","115.0","15.0","5.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.707108484903971","22.065771484375002","0.12461239684893395","-1","129.0","14.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.7008368396759033","22.038767089843752","0.12508324874468268","-1","129.0","14.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.694680379231771","22.0118359375","0.1255505021043903","-1","129.0","14.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.688638435999552","21.98497802734375","0.12601407990668845","-1","129.0","14.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.6827103424072267","21.958193359375","0.12647390526837227","-1","129.0","14.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.6768954308827717","21.93148193359375","0.12692990143471777","-1","123.0","10.0","6.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.6711930338541663","21.90484375","0.12738199181218982","-1","126.0","11.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.6656024837493897","21.878278808593752","0.1278301000008221","-1","126.0","11.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.6601231129964193","21.851787109375","0.1282741497833797","-1","126.0","11.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.6547542540232336","21.82536865234375","0.12871406515610104","-1","126.0","11.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.6494952392578126","21.7990234375","0.12914977035321523","-1","126.0","11.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.644345401128133","21.77275146484375","0.12958118983906067","-1","126.0","11.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.639304072062174","21.746552734375","0.13000824833590144","-1","126.0","12.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.634370584487915","21.72042724609375","0.13043087085910068","-1","126.0","12.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.629544270833333","21.694375","0.1308489826957215","-1","126.0","12.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.6248244635264077","21.66839599609375","0.13126250943880372","-1","126.0","12.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.620210494995117","21.642490234375","0.13167137701010842","-1","126.0","12.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.61570169766744","21.61665771484375","0.13207551164504255","-1","126.0","12.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.6112974039713537","21.5908984375","0.13247483992086798","-1","123.0","11.0","3.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.606996946334839","21.56521240234375","0.13286928878631032","-1","123.0","11.0","3.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.6027996571858725","21.539599609375","0.13325878554110127","-1","123.0","11.0","3.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.598704868952433","21.51406005859375","0.13364325786388273","-1","123.0","11.0","3.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5947119140625","21.48859375","0.13402263383077184","-1","123.0","11.0","3.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.590820124944051","21.46320068359375","0.13439684189907616","-1","123.0","11.0","3.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5870288340250647","21.437880859375","0.13476581092977813","-1","122.0","10.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.583337373733521","21.412634277343752","0.13512947021774865","-1","122.0","10.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.579745076497396","21.387460937500002","0.13548774946008058","-1","122.0","10.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5762512747446693","21.36236083984375","0.13584057878386105","-1","122.0","10.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5728553009033206","21.337333984375","0.13618788876415833","-1","122.0","10.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5695564874013264","21.31238037109375","0.1365296103963335","-1","122.0","10.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5663541666666663","21.2875","0.1368656751187812","-1","122.0","10.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5632476711273195","21.26269287109375","0.1371960148343626","-1","121.0","8.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5602363332112628","21.237958984375002","0.13752056188046372","-1","121.0","8.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.557319485346476","21.21329833984375","0.13783924904726835","-1","121.0","8.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5544964599609377","21.1887109375","0.13815200958889678","-1","121.0","8.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.551766589482625","21.16419677734375","0.1384587771949935","-1","121.0","8.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.549129206339518","21.139755859375","0.13875948600464938","-1","121.0","8.0","2.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.546583642959595","21.11538818359375","0.13905407062852101","-1","121.0","8.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.544129231770833","21.09109375","0.1393424661030132","-1","121.0","8.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.541765305201212","21.06687255859375","0.13962460791068512","-1","121.0","8.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.539491195678711","21.042724609375","0.13990043198578989","-1","121.0","8.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.537306235631307","21.01864990234375","0.14016987467517145","-1","121.0","8.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.535209757486979","20.9946484375","0.14043287274970792","-1","121.0","8.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.533201093673706","20.97072021484375","0.14068936341717214","-1","121.0","8.0","1.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.531279576619466","20.946865234375","0.14093928427508473","-1","128.0","13.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5294445387522377","20.92308349609375","0.14118257332071785","-1","128.0","13.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5276953125","20.899375","0.14141916894952816","-1","128.0","13.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5260312302907306","20.87573974609375","0.14164900991184198","-1","128.0","13.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5244516245524085","20.852177734375","0.14187203531518736","-1","128.0","13.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.522955827713013","20.82868896484375","0.14208818463538733","-1","128.0","13.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.521543172200521","20.805273437500002","0.14229739765384822","-1","128.0","13.0","4.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5202129904429116","20.781931152343752","0.14249961446502613","-1","132.0","19.0","8.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.518964614868164","20.758662109375","0.14269477547186404","-1","143.0","38.0","14.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.517797377904256","20.73546630859375","0.142882821326774","-1","143.0","38.0","14.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5167106119791662","20.71234375","0.1430636929319524","-1","143.0","38.0","14.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.515703649520874","20.68929443359375","0.14323733143812545","-1","143.0","38.0","14.0"
"CURVE 1","36.038219038511734","0.08791117451421027","0.0398013856404091","3.5147758229573567","20.666318359375","0.14340367818121783","-1","143.0","38.0","14.0"
