"Curve Name","Curve Length (um)","Average Curvature (um-1)","Curvature Std (um-1)","X-Coordinate (um)","Y-Coordinate (um)","Point Curvature (um-1)","Point Curvature Sign","Red Intensity","Green Intensity","Blue Intensity"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.533333333333333","16.26666666666667","0.02729111956544124","1","77.0","73.0","41.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.575716408623589","16.290314324696862","0.02769481817859789","1","77.0","73.0","41.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.6178666856553825","16.313758087158202","0.028103345656570643","1","77.0","73.0","41.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.659785741170246","16.336999136606853","0.02851670354515239","1","118.0","109.0","69.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.7014751519097215","16.36003865559896","0.028934890576965643","1","118.0","109.0","69.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.742936494615343","16.382877826690674","0.029357902586959844","1","118.0","109.0","69.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.784171346028646","16.405517832438154","0.029785732308118838","1","118.0","109.0","69.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.825181282891168","16.427959855397543","0.03021836933717375","1","139.0","127.0","82.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.865967881944445","16.450205078125002","0.03065579992821755","1","139.0","127.0","82.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.906532719930013","16.47225468317668","0.031098006891011165","1","139.0","127.0","82.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.946877373589409","16.494109853108725","0.0315449694330112","1","130.0","113.0","64.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","4.987003419664171","16.515771770477294","0.031996663077402655","1","145.0","130.0","76.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.0269124348958325","16.537241617838543","0.03245305941895842","1","145.0","130.0","76.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.066605996025933","16.558520577748617","0.03291412609447687","1","145.0","130.0","76.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.106085679796006","16.579609832763673","0.033379826560948365","1","145.0","130.0","76.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.14535306294759","16.600510565439862","0.03385011996480162","1","162.0","147.0","85.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.184409722222222","16.621223958333335","0.034324960986728485","1","162.0","147.0","85.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.223257234361435","16.641751194000243","0.03480429973019013","1","154.0","115.0","61.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.26189717610677","16.662093454996747","0.03528808148836628","1","154.0","115.0","61.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.300331124199761","16.68225192387899","0.03577624668302034","1","166.0","127.0","67.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.338560655381944","16.702227783203124","0.036268730632750684","1","166.0","127.0","67.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.376587346394856","16.72202221552531","0.036765463429934156","1","166.0","127.0","67.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.414412773980034","16.741636403401696","0.03726636974954867","1","166.0","127.0","67.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.452038514879014","16.761071529388428","0.037771368775812476","1","180.0","140.0","72.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.489466145833332","16.780328776041667","0.038280373898401374","1","180.0","140.0","72.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.526697243584526","16.799409325917562","0.0387932927064384","1","180.0","140.0","72.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.563733384874131","16.818314361572266","0.03931002672145068","1","163.0","117.0","52.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.600576146443684","16.83704506556193","0.03983047127857285","1","182.0","135.0","65.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.637227105034722","16.85560262044271","0.04035451534571862","1","182.0","135.0","65.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.67368783738878","16.87398820877075","0.04088204142134558","1","182.0","135.0","65.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.709959920247395","16.892203013102215","0.041412925270906405","1","182.0","135.0","65.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.746044930352105","16.910248215993246","0.04194703591185689","1","182.0","135.0","65.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.781944444444443","16.928125","0.042484235337180334","1","198.0","155.0","80.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.81766003926595","16.94583454767863","0.04302437843125033","1","198.0","155.0","80.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.853193291558159","16.963378041585287","0.04356731277747507","1","188.0","137.0","67.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.888545778062608","16.98075666427612","0.044112878595617695","1","188.0","137.0","67.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.923719075520832","16.99797159830729","0.04466090846672342","1","198.0","147.0","77.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.95871476067437","17.015024026234947","0.04521122734517155","1","198.0","147.0","77.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","5.993534410264756","17.031915130615236","0.045763652325419124","1","198.0","147.0","77.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","6.0281796010335285","17.048646094004315","0.04631799254677535","1","198.0","147.0","77.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","6.062651909722222","17.065218098958336","0.046874049044035686","1","198.0","147.0","77.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","6.096952913072373","17.081632328033447","0.04743161472400837","1","204.0","161.0","82.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","6.13108418782552","17.097889963785807","0.04799047410285246","1","204.0","161.0","82.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","6.165047310723199","17.11399218877157","0.04855040338147079","1","204.0","161.0","82.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","6.198843858506944","17.129940185546875","0.04911117020980615","1","196.0","143.0","71.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","6.232475407918294","17.145735136667888","0.0496725336727219","1","196.0","143.0","71.0"
"CURVE 1","26.001000964942104","0.03715937527110866","0.020788107471038902","6.265943535698784","17.161378224690758","0.0502342441674163","1","205.0","155.0","80.0"
